#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5325.8495	54.7635	61.4692	5264.3803	5380.6130
logg	4.7049	0.3002	0.4003	4.3046	5.0051
[Fe/H]	0.3546	0.1306	0.1894	0.1652	0.4852
dist	83.2275	1.0554	1.0721	82.1554	84.2829
rad	0.9729	0.0243	0.0234	0.9495	0.9972
Av	0.0348	0.0326	0.0386	-0.0038	0.0674
grav_mass	1.3935	1.6100	0.9302	0.4633	3.0035
lum	0.6846	0.0453	0.0453	0.6393	0.7300
AD	0.1087	0.0030	0.0030	0.1058	0.1118
age	7.1908	4.8127	5.3525	0.0841	13.487823512372746
iso_mas	0.9488	0.0868	0.0612	0.8208	1.0932013816845119
eep	375.5395	24.4170	44.5250	201.7482	410.7286508429387
H_noise	0.1339	0.0901	0.0576	0.0763	0.2240
J_noise	0.0788	0.0865	0.0516	0.0272	0.1653
Ks_noise	0.0945	0.1167	0.0554	0.0391	0.2112
V_noise	0.4088	0.4038	0.2534	0.1554	0.8126
B_noise	0.1848	0.1498	0.0999	0.0849	0.3346
BT_noise	0.1720	0.1886	0.1126	0.0594	0.3605
VT_noise	0.1082	0.1559	0.0734	0.0348	0.2641
G_noise	0.0026	0.0012	0.0009	0.0017	0.0038
RP_noise	0.0088	0.0042	0.0034	0.0054	0.0130
BP_noise	0.0072	0.0032	0.0029	0.0043	0.0104
W1_noise	0.1034	0.0863	0.0654	0.0380	0.1897
W2_noise	0.0867	0.0870	0.0556	0.0311	0.1737
