# Filter Magnitude Uncertainty
2MASS_H 8.2010 0.0300
2MASS_J 8.5210 0.0300
2MASS_Ks 8.1000 0.0300
GROUND_JOHNSON_V 10.0360 0.1260
GROUND_JOHNSON_B 10.7670 0.0410
TYCHO_B_MvB 11.0650 0.0500
TYCHO_V_MvB 10.0660 0.0310
GaiaDR2v2_G 9.7420 0.0300
GaiaDR2v2_RP 9.1790 0.0300
GaiaDR2v2_BP 10.1817 0.0300
WISE_RSR_W1 8.0190 0.0300
WISE_RSR_W2 8.0820 0.0300
