#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5325.2528	105.8903	107.8156	5217.4372	5431.1431
logg	4.6701	0.8181	0.8262	3.8439	5.4882
[Fe/H]	0.4392	0.1802	0.3718	0.0674	0.6194
dist	83.1930	2.0621	1.8879	81.3051	85.2551
rad	0.9702	0.0468	0.0369	0.9333	1.0170
Av	0.0385	0.0565	0.0668	-0.0284	0.0949
grav_mass	0.5828	3.8348	0.5113	0.0715	4.4176
lum	0.6792	0.0873	0.0746	0.6046	0.7665
AD	0.1086	0.0056	0.0051	0.1035	0.1142
age	7.1908	4.8127	5.3525	1.8383	12.0035
iso_mass	0.9488	0.0868	0.0612	0.8875	1.0356
eep	375.5395	24.4170	44.5250	331.0145	399.9565
H_noise	0.1186	0.1456	0.0953	0.0233	0.2641
J_noise	0.0301	0.1593	0.0423	-0.0122	0.1894
Ks_noise	0.0526	0.2025	0.0588	-0.0062	0.2551
V_noise	0.1918	0.7759	0.2387	-0.0470	0.9676
B_noise	0.1160	0.2843	0.1154	0.0006	0.4003
BT_noise	0.0813	0.3476	0.1048	-0.0236	0.4289
VT_noise	0.0496	0.2642	0.0660	-0.0164	0.3138
G_noise	0.0024	0.0022	0.0015	0.0009	0.0046
RP_noise	0.0075	0.0085	0.0051	0.0024	0.0160
BP_noise	0.0076	0.0050	0.0057	0.0019	0.0126
W1_noise	0.0444	0.1922	0.0531	-0.0087	0.2366
W2_noise	0.0360	0.1775	0.0444	-0.0084	0.2135
