#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5744.9643	70.6577	83.3992	5661.5651	5815.6220
logg	4.2789	0.3430	0.3477	3.9312	4.6219
[Fe/H]	-0.1135	0.2479	0.2365	-0.3500	0.1345
dist	211.9012	5.2698	6.3049	205.5963	217.1710
rad	1.1269	0.0321	0.0378	1.0891	1.1590
Av	0.0935	0.0468	0.0581	0.0354	0.1403
grav_mass	0.6654	0.9215	0.3626	0.3028	1.5869
lum	1.2253	0.1121	0.0890	1.1363	1.3374
AD	0.0494	0.0022	0.0019	0.0474	0.0515
age	2.2331	6.1232	2.2061	0.0269	13.443827199143373
iso_mas	1.1093	0.0711	0.2149	0.8017	1.2944522857998775
eep	342.6560	74.0322	33.4339	199.3679	436.58930546337706
H_noise	0.1046	0.0919	0.0527	0.0518	0.1965
J_noise	0.0926	0.0830	0.0534	0.0392	0.1756
Ks_noise	0.0702	0.0765	0.0437	0.0265	0.1467
V_noise	0.3971	0.4246	0.2335	0.1636	0.8217
B_noise	0.1205	0.0953	0.0635	0.0570	0.2158
BT_noise	0.5308	0.5311	0.3402	0.1906	1.0619
VT_noise	0.3715	0.3738	0.2256	0.1459	0.7453
G_noise	0.0058	0.0026	0.0023	0.0035	0.0083
RP_noise	0.0055	0.0028	0.0022	0.0033	0.0082
BP_noise	0.0107	0.0052	0.0044	0.0063	0.0160
SDSS_g_noise	0.1264	0.0826	0.0717	0.0546	0.2090
SDSS_i_noise	0.0606	0.0576	0.0366	0.0240	0.1182
SDSS_r_noise	0.0533	0.0272	0.0192	0.0341	0.0806
W1_noise	0.0897	0.0920	0.0524	0.0373	0.1816
W2_noise	0.0826	0.0727	0.0428	0.0397	0.1552
