# Filter Magnitude Uncertainty
2MASS_H 9.7760 0.0300
2MASS_J 10.0620 0.0300
2MASS_Ks 9.7010 0.0300
GROUND_JOHNSON_V 11.2180 0.1180
GROUND_JOHNSON_B 11.9870 0.0300
TYCHO_B_MvB 12.0400 0.1450
TYCHO_V_MvB 11.2600 0.1040
GaiaDR2v2_G 11.1400 0.0300
GaiaDR2v2_RP 10.6374 0.0300
GaiaDR2v2_BP 11.5110 0.0300
SDSS_g 11.5990 0.0300
SDSS_i 10.9950 0.0300
SDSS_r 11.0880 0.0300
WISE_RSR_W1 9.6440 0.0300
WISE_RSR_W2 9.6850 0.0300
