# Filter Magnitude Uncertainty
2MASS_H 7.9150 0.0470
2MASS_J 8.3000 0.0300
2MASS_Ks 7.8320 0.0300
GROUND_JOHNSON_V 9.9390 0.0300
GROUND_JOHNSON_B 10.6970 0.0300
TYCHO_B_MvB 10.9440 0.0340
TYCHO_V_MvB 9.9830 0.0300
GaiaDR2v2_G 9.6063 0.0300
GaiaDR2v2_RP 9.0115 0.0300
GaiaDR2v2_BP 10.0801 0.0300
SDSS_g 10.4140 0.0300
SDSS_i 9.4430 0.0300
