# Filter Magnitude Uncertainty
2MASS_H 8.9160 0.0300
2MASS_J 9.2630 0.0300
2MASS_Ks 8.8740 0.0300
GROUND_JOHNSON_V 10.3560 0.0300
GROUND_JOHNSON_B 10.9810 0.0300
TYCHO_B_MvB 11.1270 0.0490
TYCHO_V_MvB 10.5340 0.0410
GaiaDR2v2_G 10.2353 0.0300
GaiaDR2v2_RP 9.7675 0.0300
GaiaDR2v2_BP 10.5703 0.0300
SDSS_g 10.8010 0.1740
SDSS_i 10.0860 0.0300
SDSS_r 10.2100 0.0300
WISE_RSR_W1 8.8080 0.0300
WISE_RSR_W2 8.8440 0.0300
