#Parameter	median	upper	lower	3sig_low	3sig_up
teff	4777.6436	35.8183	37.2510	4740.3925	4813.4619
logg	4.5605	0.4553	0.4441	4.1165	5.0159
[Fe/H]	0.2416	0.1903	0.2874	-0.0459	0.4318
dist	32.5579	0.1137	0.1137	32.4443	32.6716
rad	0.7635	0.0167	0.0151	0.7484	0.7802
Av	0.0000	(FIXED)
grav_mass	0.5286	1.0863	0.3527	0.1759	1.6150
lum	0.2729	0.0155	0.0129	0.2600	0.2884
AD	0.2181	0.0048	0.0044	0.2137	0.2229
age	1.2131	7.3711	1.1686	0.0445	13.438411533699144
iso_mas	0.8219	0.0329	0.0487	0.7268	0.901779808441204
eep	334.5194	18.7542	52.2845	192.4419	361.79826564696424
H_noise	0.1542	0.1227	0.0785	0.0757	0.2769
J_noise	0.0793	0.0969	0.0511	0.0282	0.1761
Ks_noise	0.0849	0.0957	0.0479	0.0371	0.1806
V_noise	0.0504	0.0682	0.0306	0.0198	0.1186
B_noise	0.1511	0.1337	0.0790	0.0720	0.2848
BT_noise	0.1359	0.1293	0.0776	0.0584	0.2652
VT_noise	0.0608	0.0724	0.0334	0.0274	0.1332
G_noise	0.0040	0.0026	0.0022	0.0018	0.0066
RP_noise	0.0137	0.0098	0.0071	0.0066	0.0235
BP_noise	0.0193	0.0102	0.0079	0.0114	0.0295
W1_noise	0.2014	0.2980	0.1325	0.0689	0.4994
W2_noise	0.0853	0.0951	0.0519	0.0334	0.1804
