# Filter Magnitude Uncertainty
2MASS_H 6.8460 0.0300
2MASS_J 7.3050 0.0300
2MASS_Ks 6.7230 0.0300
GROUND_JOHNSON_V 9.1210 0.0300
GROUND_JOHNSON_B 10.1040 0.0300
TYCHO_B_MvB 10.4490 0.0300
TYCHO_V_MvB 9.2480 0.0300
GaiaDR2v2_G 8.7917 0.0300
GaiaDR2v2_RP 8.1283 0.0300
GaiaDR2v2_BP 9.3562 0.0300
WISE_RSR_W1 6.6510 0.0730
WISE_RSR_W2 6.7090 0.0300
