#Parameter	median	upper	lower	3sig_low	3sig_up
teff	4537.6942	64.0416	79.6192	4458.0750	4601.7358
logg	4.6219	0.7751	0.4825	4.1395	5.3970
[Fe/H]	-0.3325	0.8990	0.3518	-0.6843	0.5665
dist	126.4957	5.2070	5.0232	121.4725	131.7027
rad	0.7568	0.0588	0.0318	0.7250	0.8156
Av	0.0486	0.0434	0.0683	-0.0197	0.0919
grav_mass	0.7945	1.4614	0.7504	0.0441	2.2559
lum	0.2189	0.0392	0.0248	0.1941	0.2581
AD	0.0562	0.0046	0.0038	0.0524	0.0608
age	1.4059	7.9506	1.3476	0.0583	9.3565
iso_mass	0.8011	0.0313	0.0410	0.7602	0.8324
eep	332.6118	19.8689	51.8799	280.7318	352.4807
H_noise	0.1242	0.1628	0.0829	0.0413	0.2870
J_noise	0.0348	0.2007	0.0474	-0.0126	0.2354
Ks_noise	0.0561	0.1391	0.0547	0.0015	0.1952
V_noise	0.0394	0.1554	0.0595	-0.0201	0.1947
B_noise	0.0434	0.2654	0.0778	-0.0344	0.3089
G_noise	0.0015	0.0028	0.0013	0.0002	0.0043
RP_noise	0.0034	0.0084	0.0034	-0.0001	0.0117
BP_noise	0.0091	0.0170	0.0068	0.0023	0.0261
