# Filter Magnitude Uncertainty
2MASS_H 9.9070 0.0300
2MASS_J 10.4240 0.0300
2MASS_Ks 9.7640 0.0300
GROUND_JOHNSON_V 12.4590 0.0320
GROUND_JOHNSON_B 13.5950 0.0430
GaiaDR2v2_G 12.0725 0.0300
GaiaDR2v2_RP 11.3341 0.0300
GaiaDR2v2_BP 12.7084 0.0300
