#Parameter	median	upper	lower	3sig_low	3sig_up
teff	3335.6407	51.5181	62.3203	3273.3204	3387.1588
logg	4.8142	0.3205	0.4629	4.3513	5.1346
[Fe/H]	-0.1184	0.2818	0.4026	-0.5210	0.1634
dist	15.2103	0.0251	0.0243	15.1860	15.2354
rad	0.4721	0.0175	0.0145	0.4576	0.4896
Av	0.0000	(FIXED)
grav_mass	0.3462	0.5620	0.2309	0.1152	0.9082
lum	0.0248	0.0024	0.0023	0.0225	0.0272
AD	0.2886	0.0108	0.0088	0.2798	0.2995
age	2.9441	9.5081	2.4334	0.0150	13.443544967679754
iso_mas	0.4442	0.0307	0.0142	0.2142	0.5420566614595596
eep	311.1888	10.1752	41.9728	135.0304	325.1797702472066
H_noise	0.1744	0.1251	0.0876	0.0868	0.2996
J_noise	0.1111	0.0984	0.0623	0.0488	0.2095
Ks_noise	0.1025	0.0928	0.0548	0.0478	0.1953
V_noise	0.0662	0.0536	0.0343	0.0319	0.1198
B_noise	0.1509	0.1339	0.0788	0.0722	0.2848
BT_noise	0.9606	1.5988	0.6395	0.3211	2.5594
VT_noise	0.4444	0.4847	0.2751	0.1693	0.9292
G_noise	0.0046	0.0024	0.0021	0.0025	0.0070
RP_noise	0.0175	0.0054	0.0046	0.0129	0.0229
BP_noise	0.0141	0.0083	0.0068	0.0073	0.0224
