#Parameter	median	upper	lower	3sig_low	3sig_up
teff	3252.6308	214.9475	47.9498	3204.6810	3467.5783
logg	4.9843	0.4957	1.2014	3.7829	5.4800
[Fe/H]	0.0369	0.4428	1.0103	-0.9734	0.4797
dist	15.2039	0.0555	0.0425	15.1614	15.2594
rad	0.4592	0.0510	0.0250	0.4342	0.5102
Av	0.0000	(FIXED)
grav_mass	0.0947	1.3745	0.0809	0.0138	1.4691
lum	0.0244	0.0061	0.0048	0.0196	0.0305
AD	0.2811	0.0312	0.0156	0.2655	0.3122
age	2.9441	9.5081	2.4334	0.5107	12.4522
iso_mass	0.4442	0.0307	0.0142	0.4300	0.4748
eep	311.1888	10.1752	41.9728	269.2161	321.3641
H_noise	0.1094	0.2694	0.1102	-0.0008	0.3789
J_noise	0.0603	0.2038	0.0688	-0.0085	0.2641
Ks_noise	0.0479	0.2015	0.0558	-0.0079	0.2494
V_noise	0.0378	0.1084	0.0387	-0.0009	0.1461
B_noise	0.0931	0.2654	0.0937	-0.0005	0.3585
BT_noise	0.3911	2.4746	0.5849	-0.1938	2.8657
VT_noise	0.1691	0.9389	0.2347	-0.0656	1.1081
G_noise	0.0039	0.0054	0.0037	0.0002	0.0093
RP_noise	0.0174	0.0105	0.0092	0.0082	0.0279
BP_noise	0.0134	0.0162	0.0134	0.0000	0.0296
