# Filter Magnitude Uncertainty
2MASS_H 7.8910 0.0310
2MASS_J 8.1270 0.0300
2MASS_Ks 7.7760 0.0300
GROUND_JOHNSON_V 9.3050 0.0300
GROUND_JOHNSON_B 9.9060 0.0340
TYCHO_B_MvB 10.0640 0.0330
TYCHO_V_MvB 9.3870 0.0300
GaiaDR2v2_G 9.1203 0.0300
GaiaDR2v2_RP 8.6599 0.0300
GaiaDR2v2_BP 9.4542 0.0300
WISE_RSR_W1 7.7230 0.0300
WISE_RSR_W2 7.7840 0.0300
