#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5864.1969	65.4234	68.0937	5796.1032	5929.6203
logg	4.3426	0.3645	0.3842	3.9583	4.7071
[Fe/H]	-0.0829	0.2459	0.3053	-0.3882	0.1630
dist	96.9714	1.2544	1.2962	95.6752	98.2258
rad	1.2279	0.0248	0.0277	1.2002	1.2527
Av	0.0391	0.0356	0.0375	0.0016	0.0747
grav_mass	0.8835	1.3665	0.5046	0.3790	2.2501
lum	1.5922	0.1113	0.0905	1.5016	1.7035
AD	0.1177	0.0030	0.0030	0.1147	0.1206
age	5.8940	5.7015	2.1998	0.0578	13.4810752297232
iso_mas	1.0362	0.1172	0.1520	0.8292	1.2605097479719691
eep	417.8673	19.9862	37.7517	227.6284	448.956882155092
H_noise	0.1536	0.1252	0.0816	0.0719	0.2788
J_noise	0.0724	0.0737	0.0465	0.0258	0.1460
Ks_noise	0.1043	0.1075	0.0648	0.0396	0.2118
V_noise	0.1025	0.1130	0.0628	0.0397	0.2155
B_noise	0.1422	0.1424	0.0863	0.0559	0.2846
BT_noise	0.1310	0.1315	0.0758	0.0553	0.2625
VT_noise	0.1070	0.0927	0.0585	0.0485	0.1996
G_noise	0.0066	0.0034	0.0031	0.0035	0.0100
RP_noise	0.0175	0.0096	0.0077	0.0097	0.0270
BP_noise	0.0135	0.0084	0.0061	0.0074	0.0220
W1_noise	0.1198	0.1093	0.0722	0.0476	0.2292
W2_noise	0.0847	0.0741	0.0510	0.0338	0.1589
