#Parameter	median	upper	lower	3sig_low	3sig_up
teff	4132.6489	32.0697	121.6764	4010.9726	4164.7187
logg	4.7494	0.4663	0.3668	4.3825	5.2157
[Fe/H]	0.2858	0.1404	0.8571	-0.5713	0.4262
dist	28.4915	0.1648	0.1462	28.3454	28.6563
rad	0.6406	0.0395	0.0155	0.6251	0.6801
Av	0.0000	(FIXED)
grav_mass	0.7987	0.9210	0.6579	0.1408	1.7197
lum	0.1064	0.0132	0.0111	0.0953	0.1196
AD	0.2088	0.0132	0.0049	0.2039	0.2220
age	1.0318	8.9941	0.9894	0.0425	13.44370248790484
iso_mas	0.6616	0.0257	0.0262	0.5968	0.7342186089375733
eep	326.8226	14.2462	60.6781	184.3610	341.59640601007396
H_noise	0.0643	0.1808	0.0493	0.0150	0.2451
J_noise	0.0473	0.1638	0.0367	0.0106	0.2110
Ks_noise	0.0829	0.1374	0.0736	0.0094	0.2204
V_noise	0.0425	0.0815	0.0348	0.0077	0.1240
B_noise	0.0683	0.1816	0.0531	0.0152	0.2499
BT_noise	0.2514	0.6023	0.1882	0.0632	0.8536
VT_noise	0.1041	0.2231	0.0576	0.0465	0.3272
G_noise	0.0035	0.0044	0.0027	0.0008	0.0079
RP_noise	0.0054	0.0057	0.0040	0.0014	0.0110
BP_noise	0.0083	0.0118	0.0059	0.0024	0.0201
SDSS_g_noise	0.0593	0.1073	0.0346	0.0247	0.1666
SDSS_i_noise	0.0882	0.1159	0.0495	0.0387	0.2040
SDSS_r_noise	0.0814	0.0870	0.0399	0.0415	0.1683
W1_noise	0.0814	0.3239	0.0621	0.0193	0.4053
W2_noise	0.0903	0.1026	0.0694	0.0209	0.1929
