# Filter Magnitude Uncertainty
2MASS_H 7.2250 0.0330
2MASS_J 7.8890 0.0300
2MASS_Ks 7.0480 0.0300
GROUND_JOHNSON_V 10.3850 0.0300
GROUND_JOHNSON_B 11.7030 0.0330
TYCHO_B_MvB 12.1180 0.0880
TYCHO_V_MvB 10.4560 0.0300
GaiaDR2v2_G 9.8185 0.0300
GaiaDR2v2_RP 8.9643 0.0300
GaiaDR2v2_BP 10.6415 0.0300
SDSS_g 11.0800 0.0300
SDSS_i 9.2810 0.0300
SDSS_r 9.8050 0.0300
WISE_RSR_W1 6.9710 0.0540
WISE_RSR_W2 7.0350 0.0300
