# Filter Magnitude Uncertainty
2MASS_H 7.8880 0.0300
2MASS_J 8.1470 0.0300
2MASS_Ks 7.7790 0.0300
GROUND_JOHNSON_V 9.3190 0.0300
GROUND_JOHNSON_B 10.0890 0.0970
TYCHO_B_MvB 10.0900 0.0300
TYCHO_V_MvB 9.3990 0.0300
GaiaDR2v2_G 9.2385 0.0300
GaiaDR2v2_RP 8.7392 0.0300
GaiaDR2v2_BP 9.6073 0.0300
WISE_RSR_W1 7.6890 0.0300
WISE_RSR_W2 7.7240 0.0300
