# Filter Magnitude Uncertainty
2MASS_H 8.7610 0.0300
2MASS_J 9.3720 0.0300
2MASS_Ks 8.6560 0.0300
GROUND_JOHNSON_V 11.6080 0.0360
GROUND_JOHNSON_B 12.7540 0.0300
TYCHO_B_MvB 13.3620 0.3380
TYCHO_V_MvB 12.0770 0.1790
GaiaDR2v2_G 11.1523 0.0300
GaiaDR2v2_RP 10.3739 0.0300
GaiaDR2v2_BP 11.8659 0.0300
SDSS_g 12.2050 0.0820
SDSS_i 10.7180 0.1110
SDSS_r 11.1180 0.0300
