# Filter Magnitude Uncertainty
2MASS_H 8.1480 0.0300
2MASS_J 8.3610 0.0300
2MASS_Ks 8.0600 0.0300
GROUND_JOHNSON_V 9.5010 0.0300
GROUND_JOHNSON_B 10.0360 0.0300
TYCHO_B_MvB 10.1650 0.0310
TYCHO_V_MvB 9.5830 0.0300
GaiaDR2v2_G 9.2949 0.0300
GaiaDR2v2_RP 8.8634 0.0300
GaiaDR2v2_BP 9.6016 0.0300
SDSS_g 10.2380 0.1120
WISE_RSR_W1 8.0270 0.0300
WISE_RSR_W2 8.0780 0.0300
