#Parameter	median	upper	lower	3sig_low	3sig_up
teff	4512.7427	70.5455	120.2480	4392.4948	4583.2882
logg	4.8978	0.4602	0.9284	3.9694	5.3580
[Fe/H]	0.2751	0.2939	0.9264	-0.6513	0.5690
dist	60.1377	0.3668	0.8177	59.3200	60.5045
rad	0.6828	0.0343	0.0250	0.6577	0.7171
Av	0.0052	0.1004	0.0547	-0.0494	0.1057
grav_mass	0.2992	1.9685	0.2605	0.0386	2.2677
lum	0.1718	0.0229	0.0216	0.1502	0.1947
AD	0.1058	0.0057	0.0038	0.1019	0.1115
age	1.0919	7.4531	1.0327	0.0592	8.5450
iso_mass	0.7279	0.0275	0.0372	0.6907	0.7554
eep	328.1351	17.6820	59.8067	268.3284	345.8171
H_noise	0.0907	0.3241	0.1026	-0.0119	0.4147
J_noise	0.0526	0.2269	0.0574	-0.0048	0.2795
Ks_noise	0.0699	0.1467	0.0733	-0.0035	0.2166
V_noise	0.0541	0.2294	0.0688	-0.0147	0.2835
B_noise	0.2051	0.2715	0.2070	-0.0019	0.4766
BT_noise	0.2412	1.2949	0.3237	-0.0825	1.5362
VT_noise	0.3596	0.4877	0.2845	0.0751	0.8474
G_noise	0.0017	0.0032	0.0017	0.0000	0.0049
RP_noise	0.0118	0.0121	0.0119	-0.0001	0.0239
BP_noise	0.0119	0.0199	0.0092	0.0027	0.0318
SDSS_g_noise	0.0937	0.4526	0.1191	-0.0254	0.5463
SDSS_i_noise	0.1261	0.6913	0.1728	-0.0467	0.8174
SDSS_r_noise	0.0964	0.3780	0.1200	-0.0236	0.4744
W1_noise	0.0451	0.2074	0.0519	-0.0068	0.2525
W2_noise	0.0958	0.1636	0.0967	-0.0009	0.2594
