# Filter Magnitude Uncertainty
2MASS_H 8.5210 0.0490
2MASS_J 9.0930 0.0300
2MASS_Ks 8.3690 0.0300
GROUND_JOHNSON_V 11.1350 0.0350
GROUND_JOHNSON_B 12.2620 0.0430
TYCHO_B_MvB 12.3710 0.1700
TYCHO_V_MvB 11.0390 0.0680
GaiaDR2v2_G 10.7489 0.0300
GaiaDR2v2_RP 10.0005 0.0300
GaiaDR2v2_BP 11.4025 0.0300
SDSS_g 11.7240 0.0610
SDSS_i 10.2930 0.0830
SDSS_r 10.6670 0.0570
WISE_RSR_W1 8.3120 0.0300
WISE_RSR_W2 8.3730 0.0300
