#Parameter	median	upper	lower	3sig_low	3sig_up
teff	4494.0080	49.8471	50.7702	4443.2377	4543.8551
logg	4.8709	0.2403	0.6537	4.2172	5.1111
[Fe/H]	-0.0796	0.4231	0.2976	-0.3772	0.3435
dist	60.0395	0.2534	0.5124	59.5272	60.2929
rad	0.6847	0.0179	0.0157	0.6690	0.7026
Av	0.0284	0.0507	0.0542	-0.0258	0.0790
grav_mass	0.4768	1.3302	0.2902	0.1866	1.8070
lum	0.1728	0.0120	0.0122	0.1606	0.1848
AD	0.1063	0.0028	0.0026	0.1037	0.1092
age	1.0919	7.4531	1.0327	0.0592	13.43895417101663
iso_mas	0.7279	0.0275	0.0372	0.6499	0.8018136961580544
eep	328.1351	17.6820	59.8067	193.4401	348.41734994134214
H_noise	0.1522	0.1871	0.0850	0.0672	0.3393
J_noise	0.0860	0.1578	0.0531	0.0329	0.2438
Ks_noise	0.0908	0.0854	0.0496	0.0413	0.1763
V_noise	0.1284	0.1165	0.0945	0.0339	0.2448
B_noise	0.2111	0.1791	0.1308	0.0803	0.3902
BT_noise	0.6244	0.6956	0.4348	0.1896	1.3200
VT_noise	0.4723	0.2268	0.2514	0.2208	0.6991
G_noise	0.0019	0.0021	0.0010	0.0009	0.0041
RP_noise	0.0117	0.0080	0.0081	0.0037	0.0197
BP_noise	0.0145	0.0128	0.0064	0.0081	0.0273
SDSS_g_noise	0.1914	0.2795	0.1238	0.0676	0.4709
SDSS_i_noise	0.2525	0.4293	0.1730	0.0795	0.6818
SDSS_r_noise	0.1718	0.2311	0.1069	0.0649	0.4029
W1_noise	0.0908	0.1153	0.0537	0.0371	0.2061
W2_noise	0.0992	0.1200	0.0547	0.0445	0.2192
