# Filter Magnitude Uncertainty
2MASS_H 9.3940 0.0300
2MASS_J 9.6750 0.0300
2MASS_Ks 9.3230 0.0300
GROUND_JOHNSON_V 10.7480 0.0300
GROUND_JOHNSON_B 11.3600 0.0320
TYCHO_B_MvB 11.4880 0.0470
TYCHO_V_MvB 10.7910 0.0400
GaiaDR2v2_G 10.6193 0.0300
GaiaDR2v2_RP 10.1588 0.0300
GaiaDR2v2_BP 10.9408 0.0300
SDSS_g 10.9890 0.0370
SDSS_i 10.4750 0.0300
SDSS_r 10.5990 0.0300
WISE_RSR_W1 9.2690 0.0300
WISE_RSR_W2 9.3070 0.0300
