#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5943.0237	49.5625	52.1711	5890.8526	5992.5863
logg	4.1223	0.3686	0.3395	3.7828	4.4909
[Fe/H]	0.0602	0.1957	0.2218	-0.1615	0.2559
dist	160.9751	1.8300	2.1204	158.8547	162.8050
rad	0.9896	0.0164	0.0190	0.9706	1.0060
Av	0.0356	0.0251	0.0269	0.0088	0.0607
grav_mass	0.3575	0.5356	0.1714	0.1861	0.8931
lum	1.0960	0.0556	0.0537	1.0423	1.1516
AD	0.0572	0.0012	0.0012	0.0559	0.0584
age	0.7879	5.9507	0.7606	0.0273	13.36042268892486
iso_mas	1.0578	0.0421	0.1485	0.7966	1.1654247780376665
eep	328.4564	66.3167	50.1059	199.5073	419.0891864570141
H_noise	0.0770	0.0753	0.0441	0.0329	0.1523
J_noise	0.0860	0.0916	0.0547	0.0313	0.1776
Ks_noise	0.0687	0.0753	0.0420	0.0267	0.1441
V_noise	0.0381	0.0354	0.0210	0.0170	0.0735
B_noise	0.1146	0.1265	0.0672	0.0474	0.2411
BT_noise	0.1158	0.1731	0.0733	0.0424	0.2888
VT_noise	0.1111	0.1444	0.0661	0.0450	0.2554
G_noise	0.0021	0.0011	0.0008	0.0014	0.0032
RP_noise	0.0057	0.0027	0.0028	0.0029	0.0084
BP_noise	0.0061	0.0033	0.0022	0.0039	0.0094
SDSS_g_noise	0.1331	0.1241	0.0744	0.0587	0.2572
SDSS_i_noise	0.1062	0.1170	0.0637	0.0426	0.2232
SDSS_r_noise	0.1063	0.1022	0.0682	0.0381	0.2085
W1_noise	0.0928	0.0847	0.0540	0.0388	0.1775
W2_noise	0.0769	0.0826	0.0456	0.0313	0.1595
