#Parameter	median	upper	lower	3sig_low	3sig_up
teff	4504.4358	41.7322	79.6705	4424.7654	4546.1680
logg	4.7525	0.5386	0.6487	4.1039	5.2912
[Fe/H]	0.2274	0.2045	0.6879	-0.4605	0.4319
dist	54.4333	0.2629	0.2970	54.1363	54.6962
rad	0.6987	0.0257	0.0160	0.6827	0.7244
Av	0.0107	0.0389	0.0463	-0.0356	0.0497
grav_mass	0.3609	2.1623	0.2601	0.1008	2.5232
lum	0.1803	0.0157	0.0151	0.1652	0.1960
AD	0.1194	0.0045	0.0027	0.1166	0.1239
age	1.2264	8.0819	1.1674	0.0590	13.438978155862852
iso_mas	0.7439	0.0317	0.0376	0.6728	0.8082591854547577
eep	330.1266	16.2435	56.0662	193.3671	349.5139380030454
H_noise	0.1019	0.2452	0.0669	0.0350	0.3471
J_noise	0.0569	0.0883	0.0394	0.0175	0.1452
Ks_noise	0.0742	0.1169	0.0471	0.0271	0.1911
V_noise	0.1155	0.2371	0.0683	0.0472	0.3526
B_noise	0.1043	0.0713	0.0428	0.0616	0.1756
BT_noise	0.3801	0.8808	0.2729	0.1071	1.2609
VT_noise	0.1293	0.2737	0.0912	0.0380	0.4030
G_noise	0.0032	0.0036	0.0021	0.0011	0.0068
RP_noise	0.0087	0.0057	0.0057	0.0030	0.0144
BP_noise	0.0079	0.0138	0.0041	0.0038	0.0217
SDSS_g_noise	0.0994	0.1092	0.0498	0.0497	0.2086
SDSS_i_noise	0.0696	0.1096	0.0421	0.0274	0.1791
SDSS_r_noise	0.0777	0.1572	0.0515	0.0262	0.2349
W1_noise	0.0632	0.1099	0.0428	0.0204	0.1731
W2_noise	0.0656	0.1064	0.0429	0.0227	0.1720
