# Filter Magnitude Uncertainty
2MASS_H 8.3540 0.0380
2MASS_J 8.7410 0.0300
2MASS_Ks 8.3430 0.0300
GROUND_JOHNSON_V 10.1230 0.0300
GROUND_JOHNSON_B 10.9010 0.0320
TYCHO_B_MvB 11.2170 0.0710
TYCHO_V_MvB 10.2800 0.0480
GaiaDR2v2_G 9.9686 0.0300
GaiaDR2v2_RP 9.4280 0.0300
GaiaDR2v2_BP 10.3772 0.0300
SDSS_g 10.5500 0.1020
SDSS_i 9.7160 0.0300
SDSS_r 9.9420 0.0640
