#Parameter	median	upper	lower	3sig_low	3sig_up
teff	3619.0258	77.8721	65.5765	3553.4493	3696.8979
logg	4.8059	0.2809	0.3445	4.4613	5.0868
[Fe/H]	-0.2426	0.4052	0.3233	-0.5660	0.1626
dist	46.0863	0.1447	0.1331	45.9533	46.2311
rad	0.5798	0.0222	0.0225	0.5573	0.6020
Av	0.0000	(FIXED)
grav_mass	0.6394	0.6707	0.3689	0.2705	1.3100
lum	0.0517	0.0064	0.0051	0.0467	0.0581
AD	0.1170	0.0045	0.0045	0.1125	0.1215
age	3.4776	8.7031	3.0664	0.0053	13.44327105671761
iso_mas	0.5509	0.0164	0.0178	0.2591	0.6015462334554307
eep	318.9841	10.6650	46.2152	117.7705	329.6491700685448
H_noise	0.1459	0.2038	0.0977	0.0482	0.3496
J_noise	0.1288	0.0981	0.0619	0.0670	0.2269
Ks_noise	0.0833	0.0907	0.0474	0.0358	0.1740
V_noise	0.4717	0.7526	0.3528	0.1189	1.2243
B_noise	0.1507	0.2295	0.0931	0.0577	0.3802
G_noise	0.0034	0.0022	0.0018	0.0016	0.0056
RP_noise	0.0116	0.0070	0.0049	0.0068	0.0187
BP_noise	0.0142	0.0112	0.0089	0.0053	0.0254
SDSS_g_noise	0.1938	0.1491	0.0957	0.0981	0.3429
SDSS_i_noise	0.9189	1.3836	0.6589	0.2600	2.3025
SDSS_r_noise	0.4120	0.7364	0.2966	0.1154	1.1484
W1_noise	0.1398	0.0996	0.0747	0.0651	0.2393
W2_noise	0.1408	0.0972	0.0661	0.0747	0.2380
