# Filter Magnitude Uncertainty
2MASS_H 8.9410 0.0420
2MASS_J 9.6070 0.0300
2MASS_Ks 8.7660 0.0300
GROUND_JOHNSON_V 12.7300 0.1630
GROUND_JOHNSON_B 14.0730 0.0470
GaiaDR2v2_G 11.8559 0.0300
GaiaDR2v2_RP 10.8670 0.0300
GaiaDR2v2_BP 12.8898 0.0300
SDSS_g 13.3430 0.0330
SDSS_i 11.4320 0.3620
SDSS_r 12.1110 0.1670
WISE_RSR_W1 8.6180 0.0300
WISE_RSR_W2 8.5830 0.0300
