#Parameter	median	upper	lower	3sig_low	3sig_up
teff	3279.3195	46.4150	49.5617	3229.7578	3325.7345
logg	5.0950	0.2156	0.6223	4.4727	5.3106
[Fe/H]	-0.1376	0.3337	0.3977	-0.5353	0.1961
dist	22.0453	0.1154	0.1285	21.9168	22.1608
rad	0.4515	0.0151	0.0127	0.4388	0.4666
Av	0.0000	(FIXED)
grav_mass	0.3324	1.0142	0.2254	0.1070	1.3466
lum	0.0212	0.0019	0.0017	0.0195	0.0231
AD	0.1904	0.0066	0.0053	0.1850	0.1970
age	1.9595	10.1330	1.6213	0.0230	13.443584326050658
iso_mas	0.4273	0.0146	0.0107	0.2020	0.49357955484271043
eep	305.9144	12.5151	42.9089	140.2384	318.42952916751693
H_noise	0.1631	0.1572	0.1003	0.0629	0.3203
J_noise	0.0873	0.1067	0.0566	0.0307	0.1940
Ks_noise	0.0951	0.1240	0.0610	0.0341	0.2192
V_noise	0.0744	0.1062	0.0480	0.0264	0.1806
B_noise	0.1258	0.1065	0.0721	0.0537	0.2323
G_noise	0.0095	0.0059	0.0047	0.0048	0.0155
RP_noise	0.0173	0.0062	0.0066	0.0107	0.0235
BP_noise	0.0148	0.0107	0.0072	0.0076	0.0255
SDSS_g_noise	0.1905	0.0998	0.0710	0.1195	0.2903
SDSS_i_noise	0.1942	0.1350	0.0857	0.1085	0.3292
SDSS_r_noise	0.1413	0.2169	0.0957	0.0456	0.3582
W1_noise	0.1079	0.1103	0.0707	0.0373	0.2182
W2_noise	0.1567	0.0887	0.0613	0.0954	0.2453
