# Filter Magnitude Uncertainty
2MASS_H 8.2510 0.0330
2MASS_J 8.8270 0.0300
2MASS_Ks 7.9700 0.0300
GROUND_JOHNSON_V 12.6930 0.0300
GROUND_JOHNSON_B 14.2100 0.0300
GaiaDR2v2_G 11.5530 0.0300
GaiaDR2v2_RP 10.4097 0.0300
GaiaDR2v2_BP 12.9559 0.0300
SDSS_g 13.3960 0.0300
SDSS_i 10.7840 0.0300
SDSS_r 12.1080 0.0440
WISE_RSR_W1 7.8000 0.0300
WISE_RSR_W2 7.7120 0.0300
