# Filter Magnitude Uncertainty
2MASS_H 6.9760 0.0440
2MASS_J 7.3110 0.0300
2MASS_Ks 6.8620 0.0300
GROUND_JOHNSON_V 8.6940 0.0300
TYCHO_B_MvB 9.6380 0.0300
TYCHO_V_MvB 8.7640 0.0300
STROMGREN_b 9.1580 0.0300
STROMGREN_u 10.8660 0.0300
STROMGREN_v 9.8780 0.0300
STROMGREN_y 8.6980 0.0300
GaiaDR2v2_G 8.4982 0.0300
GaiaDR2v2_RP 7.9656 0.0300
GaiaDR2v2_BP 8.9061 0.0300
