#Parameter	median	upper	lower	3sig_low	3sig_up
teff	4927.1389	90.0940	71.2033	4855.9356	5017.2329
logg	4.8015	0.5941	1.1320	3.6694	5.3956
[Fe/H]	0.0865	0.4293	0.5724	-0.4858	0.5158
dist	94.5338	2.5398	1.7345	92.7993	97.0736
rad	0.7947	0.0291	0.0320	0.7628	0.8239
Av	0.0090	0.0610	0.0600	-0.0510	0.0700
grav_mass	0.2739	1.8795	0.2301	0.0438	2.1534
lum	0.3375	0.0338	0.0352	0.3023	0.3713
AD	0.0778	0.0034	0.0035	0.0743	0.0812
age	1.0779	7.4917	1.0318	0.0461	8.5696
iso_mass	0.8509	0.0382	0.0587	0.7922	0.8891
eep	337.6829	18.0031	52.2090	285.4739	355.6860
H_noise	0.0738	0.1978	0.0715	0.0023	0.2716
J_noise	0.0297	0.1738	0.0383	-0.0086	0.2035
Ks_noise	0.0397	0.1851	0.0480	-0.0083	0.2248
V_noise	0.0294	0.1438	0.0349	-0.0055	0.1732
B_noise	0.0525	0.1593	0.0574	-0.0049	0.2118
BT_noise	0.2750	0.7920	0.2726	0.0024	1.0669
VT_noise	0.1512	0.7148	0.1811	-0.0299	0.8660
G_noise	0.0020	0.0029	0.0018	0.0001	0.0049
RP_noise	0.0029	0.0063	0.0026	0.0003	0.0092
BP_noise	0.0147	0.0106	0.0082	0.0065	0.0253
SDSS_g_noise	0.0472	0.1756	0.0537	-0.0064	0.2228
SDSS_i_noise	0.0815	0.2036	0.0828	-0.0013	0.2851
SDSS_r_noise	0.0596	0.2634	0.0687	-0.0091	0.3230
W1_noise	0.0378	0.1917	0.0459	-0.0081	0.2295
W2_noise	0.0398	0.1942	0.0485	-0.0088	0.2340
