# Filter Magnitude Uncertainty
2MASS_H 8.4880 0.0460
2MASS_J 8.9540 0.0300
2MASS_Ks 8.3800 0.0360
GROUND_JOHNSON_V 10.5930 0.0450
GROUND_JOHNSON_B 11.4920 0.0340
TYCHO_B_MvB 11.9060 0.1000
TYCHO_V_MvB 10.6850 0.0560
GaiaDR2v2_G 10.3452 0.0300
GaiaDR2v2_RP 9.7140 0.0300
GaiaDR2v2_BP 10.8593 0.0300
SDSS_g 11.0640 0.0300
SDSS_i 10.0140 0.0300
SDSS_r 10.2900 0.0300
WISE_RSR_W1 8.3030 0.0300
WISE_RSR_W2 8.3630 0.0300
