# Filter Magnitude Uncertainty
2MASS_H 6.5010 0.0340
2MASS_J 6.8060 0.0300
2MASS_Ks 6.4190 0.0300
GROUND_JOHNSON_V 7.9470 0.0300
GROUND_JOHNSON_B 8.5740 0.0300
TYCHO_B_MvB 8.7010 0.0300
TYCHO_V_MvB 8.0100 0.0300
STROMGREN_b 8.3500 0.0300
STROMGREN_u 9.8420 0.0300
STROMGREN_v 8.9290 0.0300
STROMGREN_y 7.9610 0.0300
GaiaDR2v2_G 7.8017 0.0300
GaiaDR2v2_RP 7.3391 0.0300
GaiaDR2v2_BP 8.1340 0.0300
SDSS_i 7.6770 0.0300
SDSS_r 7.8060 0.0300
