#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5428.2872	76.3353	117.4390	5310.8482	5504.6225
logg	4.1534	0.8684	0.6513	3.5022	5.0218
[Fe/H]	0.1233	0.3334	0.7153	-0.5920	0.4567
dist	68.4955	4.2497	2.4624	66.0331	72.7452
rad	0.8748	0.0629	0.0377	0.8371	0.9377
Av	0.0501	0.0483	0.0608	-0.0108	0.0983
grav_mass	0.2316	0.9933	0.1727	0.0588	1.2248
lum	0.5944	0.0948	0.0677	0.5266	0.6892
AD	0.1185	0.0097	0.0080	0.1105	0.1282
age	0.9333	9.4207	0.8930	0.0403	10.3540
iso_mass	0.9501	0.0651	0.1208	0.8292	1.0152
eep	317.4043	69.4030	48.5147	268.8896	386.8073
H_noise	0.0501	0.1870	0.0541	-0.0040	0.2371
J_noise	0.0359	0.1893	0.0488	-0.0128	0.2253
Ks_noise	0.0378	0.1597	0.0476	-0.0098	0.1975
V_noise	0.0304	0.1349	0.0368	-0.0064	0.1652
B_noise	0.1084	0.0832	0.0877	0.0207	0.1916
BT_noise	0.1233	0.3249	0.1197	0.0036	0.4483
VT_noise	0.0328	0.1638	0.0447	-0.0118	0.1966
G_noise	0.0018	0.0033	0.0018	0.0000	0.0051
RP_noise	0.0082	0.0140	0.0056	0.0025	0.0222
BP_noise	0.0078	0.0081	0.0047	0.0031	0.0159
SDSS_g_noise	0.0737	0.2284	0.0863	-0.0126	0.3021
SDSS_i_noise	0.0262	0.1789	0.0344	-0.0082	0.2052
SDSS_r_noise	0.0474	0.2677	0.0690	-0.0215	0.3151
W1_noise	0.0722	0.2164	0.0750	-0.0028	0.2886
W2_noise	0.0368	0.2243	0.0430	-0.0062	0.2612
