# Filter Magnitude Uncertainty
2MASS_H 7.9370 0.0330
2MASS_J 8.2930 0.0300
2MASS_Ks 7.8680 0.0300
GROUND_JOHNSON_V 9.6580 0.0300
GROUND_JOHNSON_B 10.4060 0.0300
TYCHO_B_MvB 10.5190 0.0370
TYCHO_V_MvB 9.7670 0.0300
GaiaDR2v2_G 9.4794 0.0300
GaiaDR2v2_RP 8.9379 0.0300
GaiaDR2v2_BP 9.8891 0.0300
SDSS_g 10.0200 0.0430
SDSS_i 9.2810 0.0300
SDSS_r 9.4320 0.0410
WISE_RSR_W1 7.7890 0.0300
WISE_RSR_W2 7.8800 0.0300
