#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5376.8604	54.2630	53.3110	5323.5494	5431.1234
logg	4.4057	0.4108	0.4108	3.9950	4.8165
[Fe/H]	-0.0157	0.2657	0.3277	-0.3434	0.2500
dist	120.8365	2.0266	1.7882	119.0483	122.8631
rad	0.8865	0.0188	0.0202	0.8663	0.9053
Av	0.0069	0.0365	0.0349	-0.0280	0.0434
grav_mass	0.5350	0.9060	0.3368	0.1982	1.4410
lum	0.5885	0.0378	0.0328	0.5558	0.6264
AD	0.0680	0.0019	0.0017	0.0663	0.0700
age	0.5082	4.6556	0.4695	0.0387	11.697300586356803
iso_mas	0.9755	0.0423	0.0759	0.8089	1.0660621359212499
eep	334.0035	25.7597	65.6872	193.6131	385.5229108099711
H_noise	0.0943	0.0860	0.0527	0.0416	0.1804
J_noise	0.0651	0.0891	0.0427	0.0224	0.1542
Ks_noise	0.0786	0.0938	0.0491	0.0295	0.1724
V_noise	0.1746	0.2470	0.1147	0.0599	0.4216
B_noise	0.1409	0.1807	0.0853	0.0555	0.3216
BT_noise	0.4778	0.4702	0.2948	0.1830	0.9480
VT_noise	0.2091	0.2829	0.1331	0.0760	0.4920
G_noise	0.0051	0.0031	0.0025	0.0026	0.0082
RP_noise	0.0108	0.0065	0.0050	0.0058	0.0173
BP_noise	0.0088	0.0062	0.0047	0.0041	0.0151
SDSS_g_noise	0.4206	0.5054	0.2326	0.1880	0.9260
SDSS_i_noise	0.0712	0.0640	0.0378	0.0334	0.1353
SDSS_r_noise	0.4101	0.4684	0.2663	0.1438	0.8785
W1_noise	0.0998	0.0989	0.0631	0.0367	0.1988
W2_noise	0.0772	0.0870	0.0452	0.0320	0.1642
