#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5371.9082	105.1674	91.5346	5280.3736	5477.0756
logg	4.4147	0.7334	0.8751	3.5396	5.1481
[Fe/H]	0.1405	0.3765	0.7468	-0.6063	0.5170
dist	121.0445	3.5222	3.5719	117.4726	124.5667
rad	0.8829	0.0389	0.0343	0.8486	0.9218
Av	0.0004	0.0719	0.0551	-0.0547	0.0722
grav_mass	0.2560	1.7115	0.2075	0.0485	1.9675
lum	0.5913	0.0656	0.0656	0.5257	0.6569
AD	0.0680	0.0035	0.0033	0.0647	0.0715
age	0.5082	4.6556	0.4695	0.0387	5.1638
iso_mass	0.9755	0.0423	0.0759	0.8995	1.0177
eep	334.0035	25.7597	65.6872	268.3163	359.7632
H_noise	0.0509	0.1721	0.0574	-0.0064	0.2230
J_noise	0.0292	0.1515	0.0397	-0.0106	0.1807
Ks_noise	0.0359	0.1684	0.0474	-0.0115	0.2043
V_noise	0.0754	0.4240	0.1079	-0.0325	0.4994
B_noise	0.0732	0.3091	0.0861	-0.0130	0.3822
BT_noise	0.2081	0.9540	0.2483	-0.0402	1.1621
VT_noise	0.0937	0.4837	0.1370	-0.0433	0.5774
G_noise	0.0051	0.0054	0.0048	0.0003	0.0104
RP_noise	0.0117	0.0097	0.0109	0.0008	0.0214
BP_noise	0.0066	0.0126	0.0065	0.0001	0.0192
SDSS_g_noise	0.2625	0.8280	0.2855	-0.0230	1.0905
SDSS_i_noise	0.0431	0.1212	0.0398	0.0033	0.1643
SDSS_r_noise	0.1661	0.8616	0.2234	-0.0572	1.0277
W1_noise	0.0407	0.2046	0.0504	-0.0097	0.2453
W2_noise	0.0357	0.1646	0.0428	-0.0071	0.2003
