# Filter Magnitude Uncertainty
2MASS_H 9.1640 0.0300
2MASS_J 9.5420 0.0300
2MASS_Ks 9.0770 0.0300
GROUND_JOHNSON_V 10.8970 0.0650
GROUND_JOHNSON_B 11.6750 0.0420
TYCHO_B_MvB 11.9790 0.1130
TYCHO_V_MvB 11.0160 0.0740
GaiaDR2v2_G 10.6980 0.0300
GaiaDR2v2_RP 10.1543 0.0300
GaiaDR2v2_BP 11.1048 0.0300
SDSS_g 11.4660 0.1220
SDSS_i 10.4730 0.0300
SDSS_r 10.7320 0.1360
WISE_RSR_W1 9.0130 0.0300
WISE_RSR_W2 9.0590 0.0300
