# Filter Magnitude Uncertainty
2MASS_H 10.1780 0.0300
2MASS_J 10.5150 0.0300
2MASS_Ks 10.0840 0.0300
GROUND_JOHNSON_V 11.9130 0.0320
GROUND_JOHNSON_B 12.7050 0.0300
TYCHO_B_MvB 12.8460 0.2660
TYCHO_V_MvB 12.3160 0.2140
GaiaDR2v2_G 11.7350 0.0300
GaiaDR2v2_RP 11.1662 0.0300
GaiaDR2v2_BP 12.1582 0.0300
SDSS_g 12.2870 0.0490
SDSS_i 11.5160 0.0440
SDSS_r 11.6810 0.0310
