#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5469.7368	53.8310	107.6620	5362.0747	5523.5678
logg	4.7251	0.2345	0.9283	3.7968	4.9595
[Fe/H]	-0.5874	0.8635	0.2528	-0.8402	0.2761
dist	1285.0806	147.3014	441.9041	843.1764	1432.3820
rad	5.8327	0.7699	1.7963	4.0363	6.6025
Av	0.1372	0.0664	0.0329	0.1044	0.2036
grav_mass	10.3531	63.5378	7.9422	2.4109	73.8910
lum	26.8559	7.6923	14.7566	12.0994	34.5482
AD	0.0425	0.0174	0.0129	0.0295	0.0599
age	0.8463	3.6881	0.3860	0.4603	13.240008950403341
iso_mas	1.2288	1.0749	0.3521	0.7655	2.6064353861576084
eep	672.2731	12.6478	9.6719	482.5556	705.0086579120382
H_noise	0.1219	0.0748	0.0431	0.0788	0.1967
J_noise	0.0965	0.0479	0.0781	0.0184	0.1445
Ks_noise	0.0506	0.1570	0.0364	0.0142	0.2076
V_noise	0.0678	0.2300	0.0349	0.0329	0.2978
B_noise	0.0822	0.1682	0.0407	0.0415	0.2504
BT_noise	0.8123	0.5589	0.5346	0.2777	1.3712
VT_noise	1.4750	0.3150	1.0015	0.4735	1.7900
G_noise	0.0030	0.0016	0.0003	0.0027	0.0046
RP_noise	0.0156	0.0030	0.0062	0.0094	0.0186
BP_noise	0.0150	0.0054	0.0078	0.0071	0.0204
SDSS_g_noise	0.0861	0.0813	0.0516	0.0345	0.1673
SDSS_i_noise	0.1697	0.2465	0.1000	0.0697	0.4163
SDSS_r_noise	0.3395	0.0652	0.1684	0.1711	0.4047
