#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5453.0129	88.6255	138.8466	5314.1663	5541.6383
logg	4.7338	0.2986	1.0977	3.6361	5.0324
[Fe/H]	-0.7330	1.1404	0.2734	-1.0064	0.4074
dist	1346.9214	163.9726	592.8242	754.0972	1510.8940
rad	6.2063	0.6500	2.6310	3.5753	6.8563
Av	0.1351	0.0792	0.0479	0.0873	0.2143
grav_mass	7.8035	73.1899	7.7042	0.0993	80.9934
lum	20.7746	16.3846	12.7800	7.9946	37.1593
AD	0.0428	0.0202	0.0168	0.0260	0.0629
age	0.8463	3.6881	0.3860	0.4603	4.5344
iso_mass	1.2288	1.0749	0.3521	0.8767	2.3037
eep	672.2731	12.6478	9.6719	662.6012	684.9209
H_noise	0.1159	0.0936	0.0645	0.0514	0.2095
J_noise	0.0963	0.0585	0.1016	-0.0053	0.1548
Ks_noise	0.0269	0.2404	0.0451	-0.0182	0.2673
V_noise	0.0309	0.2994	0.0573	-0.0264	0.3303
B_noise	0.0783	0.2073	0.0609	0.0175	0.2856
BT_noise	0.4730	0.9007	0.5147	-0.0417	1.3738
VT_noise	1.6103	0.3445	1.4028	0.2075	1.9548
G_noise	0.0030	0.0020	0.0004	0.0026	0.0050
RP_noise	0.0154	0.0046	0.0092	0.0062	0.0200
BP_noise	0.0131	0.0092	0.0095	0.0037	0.0224
SDSS_g_noise	0.0541	0.1095	0.0797	-0.0256	0.1637
SDSS_i_noise	0.0820	0.3266	0.0990	-0.0170	0.4086
SDSS_r_noise	0.3458	0.0876	0.2255	0.1202	0.4334
