# Filter Magnitude Uncertainty
2MASS_H 6.7400 0.0330
2MASS_J 7.3370 0.0340
2MASS_Ks 6.4750 0.0300
GROUND_JOHNSON_V 10.9200 0.0330
GROUND_JOHNSON_B 12.5220 0.0300
TYCHO_B_MvB 12.8390 0.2140
TYCHO_V_MvB 11.0180 0.0580
GaiaDR2v2_G 9.8804 0.0300
GaiaDR2v2_RP 8.7925 0.0300
GaiaDR2v2_BP 11.1899 0.0300
