#Parameter	median	upper	lower	3sig_low	3sig_up
teff	3349.4188	57.7506	103.6114	3245.8074	3407.1695
logg	5.0769	0.4334	0.7197	4.3572	5.5103
[Fe/H]	-0.3993	0.4999	0.6335	-1.0328	0.1006
dist	9.4432	0.0365	0.0395	9.4037	9.4797
rad	0.3808	0.0276	0.0151	0.3657	0.4085
Av	0.0000	(FIXED)
grav_mass	0.0893	1.2049	0.0759	0.0134	1.2943
lum	0.0162	0.0028	0.0021	0.0141	0.0190
AD	0.3753	0.0270	0.0150	0.3603	0.4024
age	8.1269	4.4140	7.3866	0.7403	12.5409
iso_mass	0.3602	0.0134	0.0143	0.3458	0.3735
eep	292.1159	12.2148	34.2015	257.9144	304.3307
H_noise	0.0867	0.2575	0.0911	-0.0044	0.3442
J_noise	0.0886	0.2473	0.0960	-0.0073	0.3359
Ks_noise	0.0423	0.1622	0.0496	-0.0073	0.2045
V_noise	0.0444	0.2108	0.0613	-0.0169	0.2552
B_noise	0.0561	0.1652	0.0590	-0.0028	0.2213
BT_noise	0.2716	1.3997	0.3817	-0.1102	1.6713
VT_noise	0.1185	0.4216	0.1277	-0.0093	0.5400
G_noise	0.0060	0.0139	0.0062	-0.0002	0.0199
RP_noise	0.0128	0.0177	0.0118	0.0010	0.0305
BP_noise	0.0102	0.0245	0.0105	-0.0003	0.0347
