# Filter Magnitude Uncertainty
2MASS_H 6.5770 0.0340
2MASS_J 6.8390 0.0300
2MASS_Ks 6.4630 0.0300
GROUND_JOHNSON_V 7.9200 0.0300
GROUND_JOHNSON_B 8.5670 0.0300
TYCHO_B_MvB 8.7030 0.0300
TYCHO_V_MvB 8.0040 0.0300
STROMGREN_b 8.3060 0.0300
STROMGREN_u 9.8000 0.0300
STROMGREN_v 8.8910 0.0300
STROMGREN_y 7.9250 0.0300
GaiaDR2v2_G 7.7713 0.0300
GaiaDR2v2_RP 7.3333 0.0300
GaiaDR2v2_BP 8.1083 0.0300
