# Filter Magnitude Uncertainty
2MASS_H 7.7290 0.0510
2MASS_J 8.3560 0.0300
2MASS_Ks 7.5540 0.0300
GROUND_JOHNSON_U 13.4900 0.0300
GROUND_JOHNSON_V 10.9010 0.0300
GROUND_JOHNSON_B 12.1880 0.0300
TYCHO_B_MvB 12.1380 0.1400
TYCHO_V_MvB 11.0260 0.0750
GaiaDR2v2_G 10.3234 0.0300
GaiaDR2v2_RP 9.4709 0.0300
GaiaDR2v2_BP 11.1423 0.0300
SDSS_g 11.5790 0.0300
SDSS_i 9.7960 0.0680
SDSS_r 10.3380 0.0340
WISE_RSR_W1 7.4890 0.0310
WISE_RSR_W2 7.5540 0.0300
