# Filter Magnitude Uncertainty
2MASS_H 9.3520 0.0300
2MASS_J 9.7130 0.0300
2MASS_Ks 9.2820 0.0300
GROUND_JOHNSON_V 11.0150 0.0390
GROUND_JOHNSON_B 11.7600 0.0320
TYCHO_B_MvB 11.8590 0.0830
TYCHO_V_MvB 11.1640 0.0750
GaiaDR2v2_G 10.8358 0.0300
GaiaDR2v2_RP 10.3087 0.0300
GaiaDR2v2_BP 11.2328 0.0300
SDSS_g 11.3150 0.0380
SDSS_i 10.6320 0.0300
SDSS_r 10.8080 0.0300
WISE_RSR_W1 9.2310 0.0300
WISE_RSR_W2 9.2900 0.0300
