#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5534.4099	52.8851	68.5547	5465.8551	5587.2949
logg	4.5626	0.3649	0.5870	3.9756	4.9275
[Fe/H]	-0.1167	0.3120	0.2778	-0.3945	0.1953
dist	148.2231	1.8909	1.9187	146.3044	150.1140
rad	0.9697	0.0218	0.0205	0.9492	0.9915
Av	0.0447	0.0325	0.0448	-0.0001	0.0772
grav_mass	0.5424	1.6151	0.3263	0.2162	2.1576
lum	0.7938	0.0463	0.0510	0.7427	0.8401
AD	0.0609	0.0016	0.0015	0.0594	0.0625
age	0.7521	6.5804	0.7162	0.0359	13.375767114689133
iso_mas	1.0467	0.0428	0.1031	0.7934	1.1201348168410676
eep	336.5052	49.9211	60.4678	197.2885	406.816615736646
H_noise	0.0878	0.0922	0.0521	0.0357	0.1800
J_noise	0.0688	0.1237	0.0417	0.0271	0.1925
Ks_noise	0.1059	0.1042	0.0651	0.0408	0.2101
V_noise	0.1062	0.1346	0.0661	0.0401	0.2408
B_noise	0.1195	0.1153	0.0699	0.0496	0.2348
BT_noise	0.2027	0.3116	0.1322	0.0705	0.5143
VT_noise	0.3313	0.3169	0.2218	0.1095	0.6482
G_noise	0.0026	0.0016	0.0012	0.0013	0.0042
RP_noise	0.0065	0.0065	0.0036	0.0029	0.0130
BP_noise	0.0163	0.0071	0.0059	0.0104	0.0235
SDSS_g_noise	0.1592	0.1898	0.0858	0.0733	0.3490
SDSS_i_noise	0.0740	0.0743	0.0408	0.0333	0.1484
SDSS_r_noise	0.1162	0.1349	0.0787	0.0375	0.2511
W1_noise	0.1134	0.1019	0.0664	0.0471	0.2153
W2_noise	0.0767	0.0751	0.0446	0.0321	0.1519
