#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5522.2437	128.9563	107.1609	5415.0828	5651.2000
logg	4.6619	0.6768	1.0510	3.6109	5.3386
[Fe/H]	-0.0497	0.5522	0.6008	-0.6505	0.5025
dist	148.4516	3.3013	3.7904	144.6612	151.7529
rad	0.9747	0.0337	0.0435	0.9312	1.0084
Av	0.0372	0.0733	0.0669	-0.0297	0.1104
grav_mass	0.3626	2.5394	0.2953	0.0673	2.9020
lum	0.7895	0.0949	0.0888	0.7007	0.8844
AD	0.0610	0.0027	0.0029	0.0581	0.0637
age	0.7521	6.5804	0.7162	0.0359	7.3325
iso_mass	1.0467	0.0428	0.1031	0.9436	1.0894
eep	336.5052	49.9211	60.4678	276.0373	386.4263
H_noise	0.0453	0.1720	0.0538	-0.0085	0.2173
J_noise	0.0342	0.1891	0.0458	-0.0116	0.2233
Ks_noise	0.0413	0.2143	0.0504	-0.0092	0.2556
V_noise	0.0471	0.2373	0.0664	-0.0194	0.2843
B_noise	0.0530	0.2367	0.0648	-0.0118	0.2897
BT_noise	0.1121	0.4511	0.1624	-0.0503	0.5632
VT_noise	0.1291	0.6750	0.1588	-0.0297	0.8041
G_noise	0.0022	0.0031	0.0019	0.0002	0.0052
RP_noise	0.0032	0.0137	0.0037	-0.0005	0.0169
BP_noise	0.0162	0.0119	0.0105	0.0057	0.0281
SDSS_g_noise	0.0778	0.3490	0.0895	-0.0117	0.4268
SDSS_i_noise	0.0547	0.1271	0.0592	-0.0045	0.1818
SDSS_r_noise	0.0424	0.2642	0.0620	-0.0195	0.3066
W1_noise	0.0522	0.2212	0.0588	-0.0066	0.2734
W2_noise	0.0398	0.1433	0.0470	-0.0072	0.1831
