#Parameter	median	upper	lower	3sig_low	3sig_up
teff	3578.3154	50.6963	195.7927	3382.5227	3629.0118
logg	5.1572	0.3562	0.8208	4.3364	5.5135
[Fe/H]	0.2297	0.2332	1.1221	-0.8924	0.4630
dist	29.8460	0.1749	0.1861	29.6599	30.0209
rad	0.5650	0.0408	0.0375	0.5275	0.6058
Av	0.0000	(FIXED)
grav_mass	0.4886	2.3230	0.4604	0.0282	2.8116
lum	0.0430	0.0094	0.0077	0.0352	0.0524
AD	0.1762	0.0127	0.0119	0.1643	0.1889
age	0.6505	10.9859	0.6303	0.0202	11.6365
iso_mass	0.5260	0.0400	0.0234	0.5026	0.5660
eep	316.1152	12.9388	50.6302	265.4850	329.0540
H_noise	0.0904	0.3656	0.1079	-0.0174	0.4560
J_noise	0.0638	0.1831	0.0693	-0.0055	0.2468
Ks_noise	0.0935	0.1740	0.0906	0.0029	0.2675
V_noise	0.0584	0.3571	0.0880	-0.0296	0.4155
B_noise	0.0301	0.1971	0.0381	-0.0080	0.2272
BT_noise	0.6496	3.3688	0.9237	-0.2741	4.0184
VT_noise	0.2827	1.4383	0.3799	-0.0972	1.7211
G_noise	0.0058	0.0072	0.0056	0.0003	0.0130
RP_noise	0.0184	0.0104	0.0108	0.0076	0.0288
BP_noise	0.0085	0.0188	0.0084	0.0001	0.0273
