# Filter Magnitude Uncertainty
2MASS_H 8.2090 0.0470
2MASS_J 8.8010 0.0300
2MASS_Ks 7.9930 0.0300
GROUND_JOHNSON_V 12.1670 0.0470
GROUND_JOHNSON_B 13.5850 0.0300
TYCHO_B_MvB 14.0270 0.5020
TYCHO_V_MvB 12.1660 0.2020
GaiaDR2v2_G 11.2362 0.0300
GaiaDR2v2_RP 10.1802 0.0300
GaiaDR2v2_BP 12.4074 0.0300
