#Parameter	median	upper	lower	3sig_low	3sig_up
teff	3513.3252	55.3049	64.2250	3449.1002	3568.6301
logg	4.9934	0.2843	0.4160	4.5775	5.2778
[Fe/H]	-0.0700	0.2851	0.4098	-0.4799	0.2151
dist	29.8504	0.0928	0.1012	29.7493	29.9432
rad	0.5646	0.0217	0.0175	0.5471	0.5863
Av	0.0000	(FIXED)
grav_mass	0.8637	1.0511	0.5703	0.2934	1.9149
lum	0.0439	0.0043	0.0043	0.0396	0.0482
AD	0.1758	0.0069	0.0054	0.1704	0.1827
age	0.6505	10.9859	0.6303	0.0202	13.437422480264622
iso_mas	0.5260	0.0400	0.0234	0.3682	0.6098241869652028
eep	316.1152	12.9388	50.6302	161.4118	329.05401966142557
H_noise	0.1907	0.1876	0.1120	0.0787	0.3783
J_noise	0.1008	0.0997	0.0563	0.0445	0.2004
Ks_noise	0.1238	0.0882	0.0588	0.0650	0.2120
V_noise	0.1349	0.2282	0.0913	0.0436	0.3631
B_noise	0.0902	0.0863	0.0503	0.0399	0.1765
BT_noise	1.5637	1.9349	0.9977	0.5660	3.4986
VT_noise	0.5882	0.8683	0.3575	0.2307	1.4565
G_noise	0.0064	0.0036	0.0031	0.0033	0.0100
RP_noise	0.0181	0.0064	0.0055	0.0126	0.0245
BP_noise	0.0121	0.0093	0.0065	0.0056	0.0214
