#Parameter	median	upper	lower	3sig_low	3sig_up
teff	3441.7951	44.7141	37.4138	3404.3813	3486.5093
logg	5.1986	0.1807	0.2882	4.9104	5.3793
[Fe/H]	-0.4319	0.3945	0.3183	-0.7502	-0.0374
dist	19.8871	0.0382	0.0487	19.8383	19.9253
rad	0.3386	0.0090	0.0071	0.3315	0.3476
Av	0.0000	(FIXED)
grav_mass	0.5836	0.3657	0.2969	0.2867	0.9494
lum	0.0146	0.0011	0.0009	0.0137	0.0157
AD	0.1584	0.0043	0.0033	0.1551	0.1627
age	6.6171	5.7043	6.0636	0.0594	13.444249185444312
iso_mas	0.3319	0.0173	0.0118	0.2491	0.39656244674443886
eep	284.2264	9.4649	28.3948	164.9684	306.4689968700759
H_noise	0.1388	0.1792	0.0864	0.0524	0.3180
J_noise	0.0852	0.1368	0.0572	0.0280	0.2219
Ks_noise	0.0832	0.1374	0.0540	0.0291	0.2205
V_noise	0.0955	0.1707	0.0674	0.0281	0.2661
B_noise	0.1794	0.3418	0.1239	0.0555	0.5212
G_noise	0.0035	0.0034	0.0021	0.0014	0.0068
RP_noise	0.0191	0.0070	0.0051	0.0141	0.0261
BP_noise	0.0105	0.0128	0.0067	0.0038	0.0233
W1_noise	0.0735	0.1304	0.0479	0.0255	0.2039
W2_noise	0.0905	0.0967	0.0544	0.0362	0.1872
