# Filter Magnitude Uncertainty
2MASS_H 8.1250 0.0340
2MASS_J 8.5390 0.0300
2MASS_Ks 8.0320 0.0300
GROUND_JOHNSON_V 10.1190 0.0800
GROUND_JOHNSON_B 10.9120 0.0430
TYCHO_B_MvB 11.1000 0.0580
TYCHO_V_MvB 10.2400 0.0400
GaiaDR2v2_G 9.8209 0.0300
GaiaDR2v2_RP 9.2360 0.0300
GaiaDR2v2_BP 10.2883 0.0300
SDSS_g 10.5780 0.1250
SDSS_i 9.6410 0.0300
SDSS_r 9.7800 0.0300
WISE_RSR_W1 7.9720 0.0300
WISE_RSR_W2 8.0450 0.0300
