# Filter Magnitude Uncertainty
2MASS_H 8.8510 0.0420
2MASS_J 9.2930 0.0300
2MASS_Ks 8.8140 0.0300
GROUND_JOHNSON_V 10.6010 0.0300
GROUND_JOHNSON_B 11.3100 0.0300
TYCHO_B_MvB 11.6600 0.0730
TYCHO_V_MvB 10.7880 0.0560
GaiaDR2v2_G 10.4182 0.0300
GaiaDR2v2_RP 9.8818 0.0300
GaiaDR2v2_BP 10.8175 0.0300
SDSS_g 10.9150 0.0300
SDSS_i 10.1930 0.0370
SDSS_r 10.3750 0.0360
WISE_RSR_W1 8.7450 0.0300
WISE_RSR_W2 8.8090 0.0300
