#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5919.1998	165.3780	100.6649	5818.5349	6084.5778
logg	4.2034	0.8642	0.7176	3.4859	5.0676
[Fe/H]	0.1183	0.3323	0.8590	-0.7407	0.4506
dist	285.6141	26.7565	17.4499	268.1642	312.3706
rad	1.1018	0.0989	0.0753	1.0265	1.2006
Av	0.0790	0.0971	0.0593	0.0197	0.1760
grav_mass	0.3425	2.0342	0.2543	0.0883	2.3767
lum	1.3583	0.2924	0.2020	1.1563	1.6507
AD	0.0356	0.0042	0.0035	0.0321	0.0398
age	0.9911	6.2911	0.7975	0.1937	7.2823
iso_mass	1.0791	0.1318	0.1480	0.9310	1.2108
eep	347.5819	60.5529	44.0919	303.4900	408.1348
H_noise	0.0397	0.1799	0.0480	-0.0083	0.2196
J_noise	0.0398	0.1871	0.0531	-0.0133	0.2269
Ks_noise	0.0306	0.1780	0.0425	-0.0119	0.2086
V_noise	0.2630	1.3812	0.3453	-0.0823	1.6441
B_noise	0.4138	2.5937	0.5910	-0.1771	3.0075
BT_noise	0.4205	2.2022	0.5593	-0.1388	2.6227
VT_noise	0.3045	1.4449	0.3802	-0.0757	1.7494
G_noise	0.0026	0.0028	0.0019	0.0007	0.0054
RP_noise	0.0085	0.0140	0.0065	0.0020	0.0225
BP_noise	0.0148	0.0133	0.0103	0.0045	0.0281
SDSS_g_noise	0.9824	5.7576	1.3408	-0.3584	6.7401
SDSS_i_noise	1.4136	4.8667	1.5910	-0.1775	6.2803
SDSS_r_noise	0.3836	2.8073	0.5793	-0.1956	3.1910
W1_noise	0.0500	0.1885	0.0560	-0.0061	0.2384
W2_noise	0.0558	0.1994	0.0551	0.0007	0.2552
