#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5939.1657	78.9790	64.8756	5874.2901	6018.1448
logg	4.2807	0.4051	0.3710	3.9098	4.6858
[Fe/H]	-0.1144	0.2851	0.3283	-0.4427	0.1707
dist	288.7721	12.0299	11.8294	276.9428	300.8020
rad	1.1079	0.0551	0.0417	1.0662	1.1630
Av	0.0915	0.0449	0.0394	0.0521	0.1364
grav_mass	0.6636	1.0534	0.3890	0.2747	1.7171
lum	1.3831	0.1578	0.1202	1.2629	1.5409
AD	0.0359	0.0022	0.0022	0.0337	0.0380
age	0.9911	6.2911	0.7975	0.1937	13.396213583986567
iso_mas	1.0791	0.1318	0.1480	0.8107	1.2954003388814608
eep	347.5819	60.5529	44.0919	265.2770	440.46881907151055
H_noise	0.0924	0.0841	0.0591	0.0332	0.1765
J_noise	0.0730	0.1347	0.0464	0.0266	0.2077
Ks_noise	0.0788	0.0928	0.0484	0.0304	0.1716
V_noise	0.6429	0.6849	0.4087	0.2342	1.3278
B_noise	1.1112	1.3399	0.7605	0.3507	2.4510
BT_noise	0.8529	1.4349	0.5339	0.3189	2.2878
VT_noise	0.6828	0.7166	0.4221	0.2607	1.3994
G_noise	0.0028	0.0015	0.0011	0.0017	0.0044
RP_noise	0.0120	0.0059	0.0048	0.0072	0.0179
BP_noise	0.0162	0.0068	0.0063	0.0098	0.0229
SDSS_g_noise	2.8093	2.4175	1.3814	1.4278	5.2268
SDSS_i_noise	2.8435	1.9900	1.6805	1.1630	4.8336
SDSS_r_noise	1.2004	1.3861	0.8272	0.3732	2.5865
W1_noise	0.1069	0.0777	0.0627	0.0442	0.1846
W2_noise	0.1091	0.0933	0.0604	0.0487	0.2023
