# Filter Magnitude Uncertainty
2MASS_H 10.3920 0.0300
2MASS_J 10.6800 0.0300
2MASS_Ks 10.3670 0.0300
GROUND_JOHNSON_V 11.8620 0.1840
GROUND_JOHNSON_B 12.6120 0.2880
TYCHO_B_MvB 12.5450 0.2560
TYCHO_V_MvB 11.6850 0.1600
GaiaDR2v2_G 11.6822 0.0300
GaiaDR2v2_RP 11.2088 0.0300
GaiaDR2v2_BP 12.0183 0.0300
SDSS_g 12.4100 0.7150
SDSS_i 11.9140 0.7380
SDSS_r 11.8130 0.4030
WISE_RSR_W1 10.3220 0.0300
WISE_RSR_W2 10.3630 0.0300
