#Parameter	median	upper	lower	3sig_low	3sig_up
teff	3704.0453	52.0132	69.6781	3634.3672	3756.0585
logg	4.9380	0.3111	0.3666	4.5714	5.2490
[Fe/H]	0.1192	0.2004	0.3921	-0.2729	0.3196
dist	25.1613	0.0923	0.1038	25.0575	25.2536
rad	0.6458	0.0253	0.0180	0.6278	0.6710
Av	0.0000	(FIXED)
grav_mass	1.1402	1.1793	0.7603	0.3799	2.3195
lum	0.0707	0.0070	0.0065	0.0642	0.0777
AD	0.2393	0.0089	0.0072	0.2321	0.2481
age	1.8505	9.9311	1.6177	0.0530	13.444330627537788
iso_mas	0.6241	0.0244	0.0170	0.5564	0.6939683052469705
eep	324.8037	11.1735	50.2807	186.6586	338.0087257467494
H_noise	0.1624	0.2058	0.1078	0.0546	0.3682
J_noise	0.0784	0.0903	0.0536	0.0248	0.1686
Ks_noise	0.1305	0.1741	0.0819	0.0485	0.3045
V_noise	0.0774	0.0874	0.0453	0.0321	0.1647
B_noise	0.0941	0.1086	0.0569	0.0372	0.2027
BT_noise	0.6440	0.7893	0.4092	0.2348	1.4333
VT_noise	0.1714	0.2683	0.1088	0.0627	0.4398
G_noise	0.0043	0.0044	0.0026	0.0017	0.0087
RP_noise	0.0070	0.0061	0.0036	0.0034	0.0131
BP_noise	0.0085	0.0101	0.0046	0.0039	0.0186
W1_noise	0.2274	0.2509	0.1553	0.0721	0.4783
W2_noise	0.1554	0.0876	0.0645	0.0909	0.2430
