# Filter Magnitude Uncertainty
2MASS_H 7.3200 0.0530
2MASS_J 7.9410 0.0300
2MASS_Ks 7.0820 0.0310
GROUND_JOHNSON_V 11.0050 0.0300
GROUND_JOHNSON_B 12.4600 0.0300
TYCHO_B_MvB 12.8920 0.1900
TYCHO_V_MvB 11.1900 0.0620
GaiaDR2v2_G 10.2316 0.0300
GaiaDR2v2_RP 9.2523 0.0300
GaiaDR2v2_BP 11.2811 0.0300
WISE_RSR_W1 6.9280 0.0600
WISE_RSR_W2 6.9840 0.0300
