,TOI Number,TIC_Rstar,TIC_Mstar,Rplanet_old,Rplanet_old_e,Mplanet_old,semi_amp_old,ARIADNE_Rstar,ARIADNE_Mstar,ARIADNE_lum,Rplanet_new,Rplanet_new_e,Mplanet_new,semi_amp_new,teff_e_old,teff_e_new,rstar_e_old,rstar_e_new
64,864.01,0.4,0.39,1.345,0.650956,2.376,3.54,0.4262798404953398,0.4140753445595939,0.02054396341201104,1.43336596366558,0.0006975705308650863,2.6455001397850877,3.7851766685723582,157.0,56.11,0.012,0.014499999999999999
65,215.01,0.96,1.02,3.516,0.376811,12.174,2.58,0.951187073831881,0.8664584606103374,0.8846304292156589,3.483722657909264,0.001618315820782408,11.94877969048557,2.8274931721703633,133.1,35.06,0.048,0.0125
66,213.01,0.67,0.72,2.455,0.866388,6.612,1.84,0.6987095248504147,0.7439357682713198,0.18032337936438952,2.5601968410563702,0.0008046921279170103,7.082872683037121,1.9254140172153664,121.8,39.2,0.052,0.0135
67,213.02,0.67,0.72,1.221,1.12134,1.984,0.8,0.6987095248504147,0.7439357682713198,0.18032337936438952,1.2733198952870992,0.0007862689423009699,2.163754688086509,0.8513690869259014,121.8,39.2,0.052,0.0135
68,134.01,0.6,0.59,1.636,0.99583,3.314,2.7,0.6457614626043916,0.6240586365360444,0.07067948941195394,1.7607762547013077,0.0007808994430537149,3.7514627022614815,2.9354158345769576,157.0,37.72,0.018,0.013499999999999998
69,2179.01,1.13,1.02,10.594,0.625588,79.389,20.23,1.1342607329717462,1.0053254470647148,1.2334540104315288,10.633945314250159,0.001667990709926479,79.46214971957252,20.451611325452618,131.3,35.1,0.056,0.0195
70,703.02,0.88,0.95,2.56,2.229857,7.1,1.66,0.8865114219139664,0.9754627969021535,0.5885326527216612,2.5789423182951747,0.0012198834961985514,7.171144993921068,1.6498082568325942,126.7,32.614999999999995,99.999,0.012
71,703.01,0.88,0.95,2.368,0.143588,6.218,2.0,0.8865114219139664,0.9754627969021535,0.5885326527216612,2.3855216444230365,0.0007903307576676082,6.282090360178896,1.9879002865279196,126.7,32.614999999999995,99.999,0.012
72,2437.01,1.11,1.08,4.106,1.417944,15.849,5.57,1.107924573836553,1.07905881335929,1.3830914427106467,4.098322792948546,0.002414390650388933,15.744331049417632,5.53589874282884,130.2,43.894999999999996,0.055,0.028999999999999998
73,178.02,0.66,0.68,3.535,1.518233,12.286,4.66,0.6646855082852413,0.6753896785800568,0.13606365459887146,3.5600958663459514,0.003686768488008038,12.396913478607855,4.724765673163582,128.0,36.465,0.06,0.014
74,178.03,0.66,0.68,2.189,2.683399,5.441,2.09,0.6646855082852413,0.6753896785800568,0.13606365459887146,2.2045402691460505,0.0015352604863003072,5.494507294092744,2.1216963215791624,128.0,36.465,0.06,0.014
75,178.01,0.66,0.68,2.595,0.261272,7.263,3.21,0.6646855082852413,0.6753896785800568,0.13606365459887146,2.6134225666669715,0.0005053338657710959,7.334683645309313,3.2551949562627946,128.0,36.465,0.06,0.014
76,799.01,0.92,1.0,1.983,1.41966,4.598,1.66,0.9143434246821421,0.9799020761498963,0.7207539586070337,1.9708076208094434,0.000856156933181649,4.542455883240535,1.6634805896606366,133.5,29.57,0.047,0.0095
77,429.01,0.95,0.89,10.325,0.597895,75.993,2.44,0.9358667037290814,0.9194818630920336,0.5996958824894167,10.171393385266068,0.000948090179265041,73.68332021420008,-1,125.5,25.4,0.054,0.009999999999999998
78,704.01,0.5,0.5,1.091,0.060429,1.326,0.68,0.5646213428792509,0.5260218143790797,0.04390029520797362,1.2320037701625255,0.0002280380274930608,2.0459089888253383,1.0199009949694537,157.0,36.695,0.015,0.012
79,932.01,0.73,0.7,2.614,0.880506,7.353,2.22,0.7146296701551264,0.7552753530016987,0.18481852710076782,2.5589615860075345,0.0007042106464906271,7.07707166383306,2.0339275395405214,124.0,28.04,0.06,0.01
80,932.02,0.73,0.7,1.645,1.279294,3.348,1.36,0.7146296701551264,0.7552753530016987,0.18481852710076782,1.610364119733127,0.0007298898404910263,3.223740514772275,1.2435926361063876,124.0,28.04,0.06,0.01
81,486.01,0.43,0.42,0.655,0.109979,0.213,0.2,0.47207947364989794,0.4441685320443101,0.02483922074243516,0.7190978028853097,0.00025577953155677145,0.2980531869938089,0.271965361244138,157.0,34.58,0.013,0.0095
82,144.01,1.15,1.1,2.016,0.083249,4.729,1.54,1.1597291651297617,1.076388294774842,1.4927863984442056,2.033055649479652,0.0003661346453598337,4.788720258013214,1.5813308016670835,103.6,44.025000000000006,0.045,0.0215
83,904.01,0.53,0.53,2.492,0.177296,6.781,2.99,0.5798112552646345,0.5508591134134488,0.05173432000224045,2.7262068832442816,0.0009387660582108446,7.880149958541361,3.384396369727023,157.0,43.9,0.016,0.0135
84,2478.01,1.13,1.03,2.738,0.234119,7.957,3.61,1.1269049671011109,1.109267552967498,1.2252779436626637,2.7305007078963204,0.0005034218869581764,7.901233483955388,3.4083977205749556,131.4,46.825,0.056,0.0215
85,518.01,1.03,1.07,3.285,4.193206,10.846,2.54,1.0311909098830956,1.034338781664468,1.1987617639700505,3.2887981931708437,0.0023522642534535405,10.835974003703583,2.5909637019986245,121.6,42.795,0.048,0.0215
86,118.01,1.05,0.97,4.647,0.263023,19.556,7.01,1.0366096353964893,1.0825727000718388,0.933942277591878,4.58773807208332,0.00047146267473196444,19.067916912367952,6.3522698366856485,126.4,34.135000000000005,0.055,0.0115
