# Filter Magnitude Uncertainty
2MASS_H 7.0510 0.0400
2MASS_J 7.3870 0.0300
2MASS_Ks 6.9670 0.0300
GROUND_JOHNSON_V 8.9230 0.0920
GROUND_JOHNSON_B 9.7120 0.0360
TYCHO_B_MvB 10.0070 0.0300
TYCHO_V_MvB 9.0060 0.0300
STROMGREN_b 9.4080 0.0300
STROMGREN_u 11.5960 0.0300
STROMGREN_v 10.3410 0.0300
STROMGREN_y 8.8940 0.0300
GaiaDR2v2_G 8.6686 0.0300
GaiaDR2v2_RP 8.0931 0.0300
GaiaDR2v2_BP 9.1285 0.0300
WISE_RSR_W1 6.8780 0.0730
WISE_RSR_W2 6.9240 0.0300
