#Parameter	median	upper	lower	3sig_low	3sig_up
teff	3789.3804	81.7187	202.5944	3586.7860	3871.0992
logg	4.9594	0.5177	0.6064	4.3530	5.4771
[Fe/H]	0.2021	0.3077	0.8369	-0.6348	0.5098
dist	53.9090	0.3637	0.5456	53.3633	54.2727
rad	0.6425	0.0715	0.0322	0.6103	0.7141
Av	0.0082	0.0774	0.0525	-0.0442	0.0856
grav_mass	0.7949	2.2065	0.7021	0.0928	3.0014
lum	0.0760	0.0171	0.0152	0.0608	0.0931
AD	0.1109	0.0124	0.0056	0.1053	0.1233
age	3.8434	7.8371	3.3330	0.5104	11.6805
iso_mass	0.6372	0.0147	0.0173	0.6198	0.6519
eep	323.0438	12.5577	44.8489	278.1950	335.6015
H_noise	0.0652	0.2940	0.0744	-0.0092	0.3592
J_noise	0.0736	0.1644	0.0757	-0.0021	0.2381
Ks_noise	0.0404	0.1615	0.0461	-0.0057	0.2019
V_noise	0.0462	0.2668	0.0658	-0.0195	0.3131
B_noise	0.0659	0.1014	0.0651	0.0009	0.1673
G_noise	0.0028	0.0043	0.0025	0.0003	0.0071
RP_noise	0.0142	0.0116	0.0098	0.0044	0.0258
BP_noise	0.0115	0.0267	0.0113	0.0002	0.0381
SDSS_g_noise	0.7980	5.5832	1.2182	-0.4201	6.3813
SDSS_i_noise	0.6361	3.5943	0.8583	-0.2222	4.2304
SDSS_r_noise	0.1201	0.3493	0.1274	-0.0073	0.4694
W1_noise	0.0390	0.1608	0.0463	-0.0073	0.1998
W2_noise	0.1409	0.1685	0.1072	0.0337	0.3094
